,Latitude,Longitude,Time [min]
0,51.983089033564404,4.652163422635705,99.43333333333334
1,52.37437081988909,4.8782524780800705,16.733333333333334
2,52.0612391527935,4.710738538830031,109.86666666666666
3,52.64267834026382,4.475565749942516,
4,52.43514408301405,4.95395351644367,23.55
5,52.01204957979317,4.550813845149843,103.56666666666666
6,52.726406212767515,4.365218231133968,
7,51.83534889754589,5.179229808438739,109.35
8,52.79006650373781,4.844575958216746,118.63333333333334
9,52.76908820898597,4.394123027509836,
10,51.92931163165924,4.567571475856908,91.35
11,52.465269017766836,5.36357956334176,
12,52.27615403246414,5.331880438960454,
13,52.767448711090566,5.256014800469838,
14,52.28204250931342,5.0694612561317705,56.28333333333333
15,52.47673767067751,5.183002041959535,
16,52.964631728000874,4.6803562098409115,
17,52.94005044829007,4.873354804852504,
18,52.93648288656253,5.493200224640553,
19,52.721430818540696,4.847192715627203,105.28333333333333
20,52.75478930321388,5.492630769640931,
21,52.83543554058803,4.316363220706904,
22,52.42760800537216,4.334437533412525,
23,51.780997326484524,4.952654939134734,
24,52.71539249212911,4.387825088631064,
25,52.65387500715082,5.115057095761189,58.833333333333336
26,52.526075494588994,5.17087126725483,
27,52.416477767998046,4.803477955556548,
28,52.5182558927109,4.997800138393998,62.46666666666667
29,52.2476867759318,4.61778370817547,73.01666666666667
30,51.779650774111616,4.8299025451754956,
31,52.22859824598181,5.324203192829984,
32,52.72158104840873,4.4103470807846845,
33,52.25020502806706,4.51273259935433,75.73333333333333
34,52.36163291727866,5.456830673687478,
35,52.02853135197483,4.780811387911937,
36,52.78859858125215,5.213347564732142,
37,52.44964489733787,4.68999366612299,53.55
38,52.918785636397416,4.65937924096848,
39,52.06060986853825,4.341371897858932,86.78333333333333
40,52.83048773803643,4.973903139113588,80.48333333333333
41,52.637053540969774,5.089992113902527,
42,52.936922542689715,4.550960858158243,
43,52.68177053098915,4.646371417240604,
44,52.657765177034605,5.07361221801918,60.416666666666664
45,52.170080871331976,5.390099064528213,74.65
46,52.27524154777114,5.120350757941754,91.26666666666667
47,52.49726224040144,5.083341170165638,46.18333333333333
48,52.21196277792023,5.071546888697222,74.85
49,52.80293035118381,5.194671783986105,
50,52.43861761254502,4.862432753544304,34.43333333333333
51,52.58883810262738,4.579814403185498,
52,52.723729690228815,5.002094641481045,89.01666666666667
53,52.34366731813434,4.937581869197991,27.683333333333334
54,52.655558683244,5.284521293769012,
55,51.844699999352464,4.749923705022767,129.51666666666668
56,51.94395254073459,4.603669843164985,103.16666666666667
57,52.130807307207995,4.5550416354113406,82.83333333333333
58,52.540225799837884,5.339313753163088,
59,51.89130941406646,4.520220421551346,73.71666666666667
60,51.803272677488955,5.07273504926083,
61,52.89978604163958,4.878993621787207,
62,52.086094692324046,5.3794332399690035,103.86666666666666
63,52.7700145238731,4.566912799653063,
64,52.210153168847604,5.343596159758043,
65,51.80304694783543,4.674121317493658,105.0
66,52.038558116310625,4.860466324668975,71.91666666666667
67,52.88259088041209,4.620739499033175,
68,52.304395100507556,4.945436524647938,26.4
69,51.96916285960106,4.457728705932765,102.93333333333334
70,52.415445382377314,4.349776846848311,
71,52.36771302932464,4.4617489645573984,
72,52.81820528477762,4.87022026075445,
73,52.64481465686241,5.168076230573594,81.2
74,52.95597515287367,5.195357167416999,
75,52.88285021445113,4.679417747118843,
76,52.095527139763234,4.4826397861789085,82.05
77,52.72239769656113,4.935537347980347,99.7
78,52.77943467700582,4.585427519646341,
79,52.95613608050824,5.322377142348585,
80,51.93113285541858,5.119118185770003,79.05
81,52.218102878099195,5.482726402456781,74.8
82,52.78773050154267,4.762070280698585,94.53333333333333
83,52.574664589066934,5.408606653969198,
84,52.371045519050675,4.345508703649173,
85,51.997521876253174,5.291724392460605,91.56666666666666
86,51.98184303561501,5.141668894315167,109.5
87,52.8470831547359,5.154701184559078,
88,52.23306040123202,4.471820787463928,74.33333333333333
89,52.84545818864891,4.895096769445262,
90,52.87333343144398,5.217851182216299,
91,52.120057516665725,4.933703226513583,
92,52.406869875491864,4.953145216534199,28.433333333333334
93,52.42245401204066,4.839248457120697,51.0
94,51.94489174525941,5.194070878081396,93.3
95,52.77357946327726,5.06324415747763,
96,52.72350731775562,5.019945917755712,64.86666666666666
97,52.752020540707925,5.348445040064364,
98,52.748367618201186,4.801419905551529,
99,52.49056000443544,4.6612552339627555,52.95
0,52.951014423829186,5.390838411976563,247.41666666666666
